t_ms,blink_left,blink_right,blink_mean,gaze_dx,gaze_dy,mouth_open,brow_left,brow_right,brow_mean,iris_r_left,iris_r_right,iris_r_mean,gconf_left,gconf_right,gconf_mean
1760904745937.828,0.226057,0.077165,0.151611,-0.180767,-0.068593,0.006426,1.000000,1.000000,1.000000,0.085138,0.103688,0.094413,1.000000,1.000000,1.000000
1760904746005.800,0.136173,0.000000,0.068086,-0.131964,-0.087957,0.006597,1.000000,1.000000,1.000000,0.087894,0.103740,0.095817,1.000000,1.000000,1.000000
1760904746073.760,0.112688,0.000000,0.056344,-0.153249,-0.081209,0.004126,1.000000,1.000000,1.000000,0.085674,0.107375,0.096524,1.000000,1.000000,1.000000
1760904746138.120,0.120325,0.000000,0.060162,-0.153328,-0.101294,0.002341,1.000000,1.000000,1.000000,0.085838,0.107435,0.096637,1.000000,1.000000,1.000000
1760904746206.141,0.067439,0.084216,0.075827,-0.130891,-0.121738,0.001197,1.000000,1.000000,1.000000,0.080575,0.103506,0.092040,1.000000,1.000000,1.000000
1760904746273.582,0.209367,0.176381,0.192874,-0.128545,-0.075813,0.006183,1.000000,1.000000,1.000000,0.080975,0.100457,0.090716,1.000000,1.000000,1.000000
1760904746337.644,0.148553,0.144847,0.146700,-0.135433,-0.094991,0.003533,1.000000,1.000000,1.000000,0.081463,0.104769,0.093116,1.000000,1.000000,1.000000
1760904746405.900,0.230157,0.076234,0.153196,-0.013322,0.056768,0.003576,1.000000,1.000000,1.000000,0.090104,0.097581,0.093843,1.000000,1.000000,1.000000
1760904746473.488,0.453488,0.373296,0.413392,-0.175922,0.023198,0.029336,1.000000,1.000000,1.000000,0.075017,0.094959,0.084988,1.000000,1.000000,1.000000
1760904746537.429,0.131451,0.000000,0.065725,-0.048807,-0.025829,0.016831,1.000000,1.000000,1.000000,0.086144,0.097961,0.092052,1.000000,1.000000,1.000000
1760904746605.882,0.135454,0.040200,0.087827,-0.030406,-0.071910,0.032580,1.000000,1.000000,1.000000,0.082290,0.099523,0.090907,1.000000,1.000000,1.000000
1760904746673.588,0.116165,0.080253,0.098209,-0.055767,-0.089915,0.018938,1.000000,1.000000,1.000000,0.081336,0.100458,0.090897,1.000000,1.000000,1.000000
1760904746737.592,0.116173,0.000000,0.058086,-0.030828,-0.038711,0.010206,1.000000,1.000000,1.000000,0.089364,0.097845,0.093605,1.000000,1.000000,1.000000
1760904746805.884,0.071937,0.000000,0.035968,-0.059640,-0.012112,0.002280,1.000000,1.000000,1.000000,0.086132,0.100586,0.093359,1.000000,1.000000,1.000000
1760904746873.463,0.048708,0.000000,0.024354,-0.101145,-0.023010,0.002388,1.000000,1.000000,1.000000,0.082857,0.102465,0.092661,1.000000,1.000000,1.000000
1760904746937.648,0.111956,0.000000,0.055978,-0.065722,-0.015693,0.028183,1.000000,1.000000,1.000000,0.088029,0.103571,0.095800,1.000000,1.000000,1.000000
1760904747005.527,0.068240,0.000000,0.034120,-0.120257,-0.051682,0.001758,1.000000,1.000000,1.000000,0.089513,0.105553,0.097533,1.000000,1.000000,1.000000
1760904747073.602,0.000000,0.000000,0.000000,-0.025151,-0.077505,0.009743,1.000000,1.000000,1.000000,0.089744,0.106748,0.098246,1.000000,1.000000,1.000000
1760904747137.812,0.000000,0.000000,0.000000,-0.111966,-0.087625,0.006777,1.000000,1.000000,1.000000,0.087015,0.108076,0.097545,1.000000,1.000000,1.000000
1760904747205.600,0.000000,0.000000,0.000000,-0.172614,-0.057834,0.011276,1.000000,1.000000,1.000000,0.084437,0.113956,0.099197,1.000000,1.000000,1.000000
1760904747273.525,0.032835,0.000000,0.016417,-0.220002,-0.084541,0.007440,1.000000,1.000000,1.000000,0.082580,0.116823,0.099701,1.000000,1.000000,1.000000
1760904747337.445,0.000000,0.000000,0.000000,-0.207207,-0.088990,0.007142,1.000000,1.000000,1.000000,0.079664,0.112501,0.096082,1.000000,1.000000,1.000000
1760904747405.826,0.000000,0.000000,0.000000,-0.140060,-0.104902,0.031134,1.000000,1.000000,1.000000,0.088924,0.106596,0.097760,1.000000,1.000000,1.000000
1760904747473.318,0.000000,0.000000,0.000000,-0.206346,-0.087111,0.020433,1.000000,1.000000,1.000000,0.081192,0.115990,0.098591,1.000000,1.000000,1.000000
1760904747537.855,0.000000,0.000000,0.000000,-0.094995,-0.239351,0.013441,1.000000,1.000000,1.000000,0.051829,0.090760,0.071295,1.000000,1.000000,1.000000
1760904747605.567,0.050633,0.000000,0.025317,-0.255302,-0.127329,0.006778,1.000000,1.000000,1.000000,0.075768,0.115495,0.095631,1.000000,1.000000,1.000000
1760904747673.518,0.049836,0.031485,0.040661,-0.128282,-0.164346,0.016497,1.000000,1.000000,1.000000,0.065006,0.099644,0.082325,1.000000,1.000000,1.000000
1760904747737.686,0.139295,0.000000,0.069647,-0.191209,-0.147301,0.027565,1.000000,1.000000,1.000000,0.076588,0.108805,0.092696,1.000000,1.000000,1.000000
1760904747805.775,0.073110,0.000000,0.036555,-0.275522,-0.102339,0.050655,1.000000,1.000000,1.000000,0.070918,0.116847,0.093882,1.000000,1.000000,1.000000
1760904747873.583,0.130391,0.000000,0.065196,-0.234626,-0.074848,0.002329,1.000000,1.000000,1.000000,0.081105,0.109356,0.095231,1.000000,1.000000,1.000000
1760904747937.477,0.043022,0.000000,0.021511,-0.165999,-0.121286,0.025174,1.000000,1.000000,1.000000,0.081621,0.107057,0.094339,1.000000,1.000000,1.000000
1760904748005.669,0.120721,0.000000,0.060361,-0.164902,-0.119200,0.005358,1.000000,1.000000,1.000000,0.081424,0.111175,0.096300,1.000000,1.000000,1.000000
1760904748071.777,1.000000,1.000000,1.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1760904748141.281,0.098661,0.005280,0.051970,-0.085184,-0.114545,0.020640,1.000000,1.000000,1.000000,0.068685,0.100618,0.084651,1.000000,1.000000,1.000000
1760904748205.926,0.019731,0.000000,0.009866,-0.185442,-0.120831,0.005654,1.000000,1.000000,1.000000,0.080925,0.107854,0.094390,1.000000,1.000000,1.000000
1760904748269.540,0.001788,0.000000,0.000894,-0.157635,-0.303344,0.037675,1.000000,1.000000,1.000000,0.065691,0.100156,0.082923,1.000000,1.000000,1.000000
1760904748337.920,0.017372,0.000000,0.008686,-0.010910,-0.143648,0.021671,1.000000,1.000000,1.000000,0.094482,0.091819,0.093151,1.000000,1.000000,1.000000
1760904748404.049,1.000000,1.000000,1.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1760904748473.833,0.102438,0.000000,0.051219,-0.171856,-0.107724,0.003508,1.000000,1.000000,1.000000,0.087087,0.108738,0.097912,1.000000,1.000000,1.000000
1760904748537.638,0.092212,0.000000,0.046106,-0.243140,-0.095285,0.006152,1.000000,1.000000,1.000000,0.086987,0.108082,0.097534,1.000000,1.000000,1.000000
1760904748605.530,0.064374,0.000000,0.032187,-0.195252,-0.094378,0.005630,1.000000,1.000000,1.000000,0.089543,0.108434,0.098989,1.000000,1.000000,1.000000
1760904748669.725,0.000000,0.000000,0.000000,-0.003384,-0.471629,0.034600,1.000000,1.000000,1.000000,0.077687,0.110169,0.093928,1.000000,1.000000,1.000000
1760904748737.788,0.013787,0.000000,0.006893,-0.196604,-0.138102,0.008054,1.000000,1.000000,1.000000,0.081429,0.107988,0.094709,1.000000,1.000000,1.000000
1760904748805.481,0.109698,0.000000,0.054849,-0.206320,-0.097871,0.018832,1.000000,1.000000,1.000000,0.084984,0.109146,0.097065,1.000000,1.000000,1.000000
1760904748870.257,0.114190,0.000000,0.057095,-0.133027,-0.084027,0.011614,1.000000,1.000000,1.000000,0.076496,0.103110,0.089803,1.000000,1.000000,1.000000
1760904748937.608,0.129176,0.000980,0.065078,0.138467,-0.080569,0.011965,1.000000,1.000000,1.000000,0.086931,0.082107,0.084519,1.000000,1.000000,1.000000
1760904749005.626,0.048998,0.000000,0.024499,-0.194941,-0.090821,0.011247,1.000000,1.000000,1.000000,0.083963,0.109532,0.096748,1.000000,1.000000,1.000000
1760904749073.559,0.016461,0.000000,0.008230,-0.126702,-0.115545,0.010790,1.000000,1.000000,1.000000,0.081531,0.112397,0.096964,1.000000,1.000000,1.000000
1760904749137.858,0.053076,0.000000,0.026538,-0.163442,-0.100606,0.040427,1.000000,1.000000,1.000000,0.082066,0.109345,0.095705,1.000000,1.000000,1.000000
1760904749205.615,0.000000,0.000000,0.000000,-0.166779,-0.243725,0.063708,1.000000,1.000000,1.000000,0.056966,0.104641,0.080804,1.000000,1.000000,1.000000
1760904749273.279,0.082502,0.000000,0.041251,-0.096367,-0.029966,0.006624,1.000000,1.000000,1.000000,0.081514,0.105620,0.093567,1.000000,1.000000,1.000000
1760904749337.292,0.039137,0.000000,0.019568,-0.203210,-0.096442,0.029715,1.000000,1.000000,1.000000,0.077233,0.114462,0.095848,1.000000,1.000000,1.000000
1760904749406.013,0.075168,0.075817,0.075492,-0.070961,-0.116858,0.009590,1.000000,1.000000,1.000000,0.061577,0.085537,0.073557,1.000000,1.000000,1.000000
1760904749469.516,0.115078,0.000000,0.057539,-0.187602,-0.113733,0.011784,1.000000,1.000000,1.000000,0.083769,0.110044,0.096907,1.000000,1.000000,1.000000
1760904749538.090,0.098432,0.000000,0.049216,-0.300731,-0.336556,0.011555,1.000000,1.000000,1.000000,0.085387,0.103618,0.094503,1.000000,1.000000,1.000000
1760904749605.806,0.109289,0.000000,0.054645,-0.230136,-0.110047,0.012809,1.000000,1.000000,1.000000,0.077715,0.115114,0.096414,1.000000,1.000000,1.000000
1760904749669.603,0.120205,0.000000,0.060103,-0.168446,-0.134186,0.002270,1.000000,1.000000,1.000000,0.077009,0.109576,0.093292,1.000000,1.000000,1.000000
1760904749737.905,0.179345,0.000000,0.089673,-0.267135,-0.080640,0.000145,1.000000,1.000000,1.000000,0.072700,0.117301,0.095001,1.000000,1.000000,1.000000
1760904749805.522,0.104811,0.000000,0.052405,-0.148771,-0.086616,0.002783,1.000000,1.000000,1.000000,0.084175,0.106229,0.095202,1.000000,1.000000,1.000000
1760904749869.452,0.092202,0.000000,0.046101,-0.213726,-0.090971,0.011653,1.000000,1.000000,1.000000,0.077652,0.114187,0.095919,1.000000,1.000000,1.000000
1760904749937.668,0.093279,0.000000,0.046639,-0.179232,-0.079267,0.006055,1.000000,1.000000,1.000000,0.077756,0.110867,0.094311,1.000000,1.000000,1.000000
1760904750003.770,1.000000,1.000000,1.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1760904750073.557,0.084190,0.000000,0.042095,0.080685,-0.141451,0.015915,1.000000,1.000000,1.000000,0.065782,0.079421,0.072601,1.000000,1.000000,1.000000
1760904750137.805,0.049446,0.000000,0.024723,-0.115672,-0.100749,0.010426,1.000000,1.000000,1.000000,0.073293,0.107536,0.090415,1.000000,1.000000,1.000000
1760904750205.428,0.000000,0.000000,0.000000,-0.182470,0.030231,0.099841,1.000000,1.000000,1.000000,0.105799,0.116459,0.111129,1.000000,1.000000,1.000000
1760904750269.539,0.099097,0.000000,0.049549,-0.079730,-0.320594,0.062942,1.000000,1.000000,1.000000,0.079734,0.112664,0.096199,1.000000,1.000000,1.000000
1760904750337.640,0.115361,0.000000,0.057681,-0.150987,-0.071928,0.031254,1.000000,1.000000,1.000000,0.084380,0.108915,0.096647,1.000000,1.000000,1.000000
1760904750405.312,0.078003,0.000000,0.039002,-0.157494,-0.101371,0.003326,1.000000,1.000000,1.000000,0.080475,0.108292,0.094383,1.000000,1.000000,1.000000
1760904750469.513,0.044119,0.057271,0.050695,-0.232813,-0.239577,0.048615,1.000000,1.000000,1.000000,0.066571,0.101456,0.084013,1.000000,1.000000,1.000000
1760904750537.407,0.145343,0.000000,0.072671,-0.500000,-0.500000,0.032630,1.000000,1.000000,1.000000,0.060166,0.168538,0.114352,1.000000,1.000000,1.000000
1760904750605.505,0.080822,0.000000,0.040411,-0.286032,-0.166670,0.025848,1.000000,1.000000,1.000000,0.083206,0.114799,0.099002,1.000000,1.000000,1.000000
1760904750669.565,0.193330,0.000000,0.096665,-0.241140,-0.119351,0.027911,1.000000,1.000000,1.000000,0.081153,0.106555,0.093854,1.000000,1.000000,1.000000
1760904750737.795,0.011045,0.000000,0.005523,-0.500000,-0.309329,0.026497,1.000000,1.000000,1.000000,0.062892,0.124911,0.093902,1.000000,1.000000,1.000000
1760904750805.433,0.102634,0.000000,0.051317,-0.331903,-0.137043,0.002035,1.000000,1.000000,1.000000,0.080699,0.104387,0.092543,1.000000,1.000000,1.000000
1760904750869.741,0.000000,0.000000,0.000000,0.000215,-0.013202,0.001661,1.000000,1.000000,1.000000,0.095594,0.092716,0.094155,1.000000,1.000000,1.000000
1760904750937.598,0.084693,0.000000,0.042346,-0.291645,-0.141373,0.037298,1.000000,1.000000,1.000000,0.084797,0.111105,0.097951,1.000000,1.000000,1.000000
1760904751002.323,0.009701,0.000000,0.004851,-0.260173,-0.087330,0.031036,1.000000,1.000000,1.000000,0.081620,0.095517,0.088568,1.000000,1.000000,1.000000
1760904751070.348,0.163963,0.000000,0.081981,-0.243228,-0.133642,0.008238,1.000000,1.000000,1.000000,0.085795,0.106331,0.096063,1.000000,1.000000,1.000000
1760904751137.660,0.001280,0.000000,0.000640,-0.241479,-0.079625,0.011559,1.000000,1.000000,1.000000,0.089651,0.105547,0.097599,1.000000,1.000000,1.000000
1760904751201.843,0.000000,0.000000,0.000000,-0.341887,-0.091199,0.056159,1.000000,1.000000,1.000000,0.080327,0.109311,0.094819,1.000000,1.000000,1.000000
1760904751269.874,0.000000,0.000000,0.000000,-0.294704,-0.106777,0.114566,1.000000,1.000000,1.000000,0.083811,0.105428,0.094619,1.000000,1.000000,1.000000
1760904751337.896,0.000000,0.000000,0.000000,-0.236970,-0.072196,0.007329,1.000000,1.000000,1.000000,0.084320,0.102640,0.093480,1.000000,1.000000,1.000000
1760904751402.192,0.000000,0.000000,0.000000,-0.223578,-0.042097,0.006369,1.000000,1.000000,1.000000,0.088951,0.105651,0.097301,1.000000,1.000000,1.000000
1760904751469.301,0.000000,0.000000,0.000000,-0.132158,-0.088272,0.003981,1.000000,1.000000,1.000000,0.095225,0.098523,0.096874,1.000000,1.000000,1.000000
1760904751537.424,0.051761,0.000000,0.025881,-0.128051,-0.054299,0.007820,1.000000,1.000000,1.000000,0.088763,0.097751,0.093257,1.000000,1.000000,1.000000
1760904751603.673,1.000000,1.000000,1.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1760904751673.864,0.056424,0.000000,0.028212,-0.142876,-0.079906,0.081504,1.000000,1.000000,1.000000,0.087066,0.097929,0.092497,1.000000,1.000000,1.000000
1760904751738.038,0.022966,0.000000,0.011483,-0.191637,-0.072882,0.014070,1.000000,1.000000,1.000000,0.081984,0.101329,0.091657,1.000000,1.000000,1.000000
1760904751801.600,0.194112,0.173647,0.183880,-0.086304,-0.123112,0.024774,1.000000,1.000000,1.000000,0.080681,0.088950,0.084816,1.000000,1.000000,1.000000
1760904751869.793,0.267393,0.097776,0.182585,-0.218452,-0.023935,0.006524,1.000000,1.000000,1.000000,0.081766,0.103611,0.092689,1.000000,1.000000,1.000000
1760904751937.273,0.097430,0.000000,0.048715,-0.095537,-0.143861,0.019119,1.000000,1.000000,1.000000,0.081294,0.101909,0.091601,1.000000,1.000000,1.000000
1760904752005.574,0.160707,0.000000,0.080354,-0.105410,-0.058156,0.011657,1.000000,1.000000,1.000000,0.082692,0.097935,0.090313,1.000000,1.000000,1.000000
1760904752070.155,0.191935,0.000000,0.095968,-0.215091,-0.097742,0.020961,1.000000,1.000000,1.000000,0.075715,0.108685,0.092200,1.000000,1.000000,1.000000
1760904752138.195,0.126066,0.000000,0.063033,-0.138455,-0.100187,0.009679,1.000000,1.000000,1.000000,0.082574,0.105099,0.093836,1.000000,1.000000,1.000000
1760904752205.367,0.487348,0.055067,0.271208,-0.269755,-0.043358,0.002890,1.000000,1.000000,1.000000,0.067416,0.100768,0.084092,1.000000,1.000000,1.000000
1760904752269.502,0.196782,0.000000,0.098391,-0.272099,-0.079557,0.091193,1.000000,1.000000,1.000000,0.083499,0.099512,0.091505,1.000000,1.000000,1.000000
1760904752338.217,0.165834,0.000000,0.082917,-0.176615,-0.093245,0.046270,1.000000,1.000000,1.000000,0.090247,0.102791,0.096519,1.000000,1.000000,1.000000
1760904752402.131,0.068897,0.000000,0.034448,-0.090641,-0.118656,0.059250,1.000000,1.000000,1.000000,0.080431,0.089682,0.085057,1.000000,1.000000,1.000000
1760904752469.523,0.142597,0.000000,0.071299,-0.157975,-0.069805,0.007426,1.000000,1.000000,1.000000,0.092527,0.105909,0.099218,1.000000,1.000000,1.000000
1760904752537.464,0.065040,0.000000,0.032520,-0.184543,-0.074170,0.000033,1.000000,1.000000,1.000000,0.087806,0.105354,0.096580,1.000000,1.000000,1.000000
1760904752601.728,0.083278,0.000000,0.041639,-0.237089,-0.121046,0.039949,1.000000,1.000000,1.000000,0.083688,0.108768,0.096228,1.000000,1.000000,1.000000
1760904752667.823,1.000000,1.000000,1.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1760904752741.141,0.116066,0.000000,0.058033,-0.172921,-0.063501,0.003202,1.000000,1.000000,1.000000,0.090959,0.105979,0.098469,1.000000,1.000000,1.000000
