brow_l_area,brow_l_disp,brow_l_perim,brow_l_tri_area,brow_l_vel,brow_r_area,brow_r_disp,brow_r_perim,brow_r_tri_area,brow_r_vel,eye_l_area,eye_l_disp,eye_l_perim,eye_l_vel,eye_r_area,eye_r_disp,eye_r_perim,eye_r_vel,lipCornerL_height,lipCornerR_height,lip_press,lip_tri_area,lips_out_area,lips_out_disp,lips_out_perim,lips_out_vel,mouth_corners_area,mouth_corners_disp,mouth_corners_perim,mouth_corners_vel,mouth_open,oval_area,oval_disp,oval_perim,oval_vel,t,evt_brow_l_vel,evt_lipCornerL_height,evt_lipCornerR_height,evt_lip_press,evt_lips_out_disp,evt_mouth_corners_disp,evt_mouth_open,evt_brow_r_vel,evt_eye_l_vel,evt_eye_r_vel
420.5546029178749,3.8803844,168.7250045126649,41.09254357394613,37.709743,216.33862103272892,1.0868543,104.90043256016408,1.6716694759745805,10.5620985,380.8952187944661,1.7190812,104.35505892551059,16.706106,381.72831318595513,1.3073738,89.29683868627323,12.705114,6.317248013446824,5.429429256773354,65.85556185998702,242.3346411479556,1204.95760256151,2.6957085,164.920096761901,26.197014,0.0,1.4128076,131.71112371997404,13.729727,17.111135940106816,47767.65380880281,1.3837833,802.289841664782,13.447666,1760991088063.7913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424.90472913935935,0.9001368,169.97325274308136,42.77716470998605,9.233675,208.92440428851395,0.5491967,105.1644279150095,1.51376004563463,5.633704,384.2488327520831,1.1315933,104.35073773407443,11.607975,414.7516768007549,0.6109309,91.44273446771231,6.2669783,6.173323348226164,5.264953052280145,64.97421566782721,242.18371420829553,1239.0348947313316,1.5779579,163.39946556605767,16.186817,0.0,1.3405001,129.94843133565442,13.750956,15.741754238606314,47821.603392692676,0.9902129,804.0214711483002,10.157682,1760991088161.2754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429.9005551762265,0.2944783,169.6448265856696,43.64007315163259,2.9561865,222.47010567302277,0.21264985,105.99343546196103,2.1335585386106035,2.1347332,387.4645824650581,0.898895,104.73806828085097,9.023759,417.9149573085151,0.7003999,92.42185410004392,7.0311213,6.616212455527704,5.79745910094377,66.21548532904383,279.001280508811,1187.3386334601666,0.787051,165.57566019319125,7.9009876,0.0,0.72913426,132.43097065808766,7.3195777,18.449199260518334,47656.232531810296,0.5763594,801.7106249680369,5.7859125,1760991088260.8896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380.82502199064237,1.7716242,169.5681058121378,39.412427809228376,17.680328,236.23800819973374,1.1054461,108.04527250818845,3.067112514875424,11.032052,419.0027180428586,1.0415328,108.85487762610062,10.394214,418.2164561289188,1.6073642,93.82351551440715,16.041058,6.753592808106336,5.759296289252607,61.81820584371572,254.45813626371026,1154.7098629684829,1.4833038,165.90823355367226,14.802969,0.0,2.3742085,123.63641168743143,23.693958,22.384855113946106,47521.138415702044,2.2763147,800.9169248811493,22.717005,1760991088361.0928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330.1813921134583,4.7474947,160.133520599833,33.32354595048448,47.47599,237.88404259837253,2.8643987,110.9783996036262,4.590591448378264,28.644617,419.99943874365584,1.8666823,105.32684427940293,18.667233,382.0080391469689,2.189773,91.47777317828076,21.898212,7.0126679654879265,5.915595408768579,59.4429552671965,153.11221836638785,1107.868659883807,3.9692917,159.79767324153977,39.69379,0.0,3.4275923,118.885910534393,34.276676,17.67305927419896,47828.362830075355,4.075117,802.8970092316484,40.752068,1760991088461.0906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364.03771783796867,6.830197,159.07659374206028,36.03197499579394,67.63519,197.9465763388776,2.2471545,103.83387917603054,1.981453973835341,22.252174,398.7327647579748,2.9683146,98.94090033806995,29.393375,369.32216889963826,1.9143596,89.1679177165853,18.956713,6.525984495498933,5.499352731404229,60.69888030217604,157.33703368892205,1132.154162652832,1.5567962,161.95902353762406,15.415985,0.0,1.7614344,121.39776060435209,17.44239,18.323149583169748,47059.175119615276,2.7591777,801.6471533723908,27.322422,1760991088562.0764,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
478.69012814056407,9.750141,166.95611611303144,52.24477554088398,98.25367,273.2814678768609,7.2007217,95.87181132353281,9.681368650203988,72.562775,517.0249766251422,2.3232625,108.0726088308551,23.411873,484.9243328753686,4.4321446,93.58742826436828,44.663403,6.359336804840677,5.769555300267312,60.667637607280604,67.99511973910388,1077.8781855227028,1.1637349,157.42777477248387,11.727135,0.0,1.440744,121.33527521456121,14.518599,13.414573696461128,47404.00726845362,6.2438498,806.5490895875993,62.920235,1760991088661.3108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580.5869805049003,8.216832,175.84671582769184,67.61993904082502,82.43034,300.88863253925393,6.616576,106.11835822654999,6.667312671701224,66.376755,477.7745255127379,1.9977443,107.5589509479221,20.04115,514.5705936350058,5.578229,99.02969243876178,55.960175,6.676459488017742,6.124918451214145,66.46414317646968,55.64935634048744,1183.2117769161678,1.3167346,165.66813978931685,13.209334,0.0,2.8288553,132.92828635293935,28.378761,10.972943950221724,48561.644175221285,6.510907,818.0584053602267,65.316696,1760991088760.993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
653.7310946939574,1.3179125,181.9367997848652,77.62624786165131,11.333978,301.2611021235844,1.6147931,105.55318447362389,3.898445417703535,13.887135,468.80422864228416,0.4006942,109.09217737677021,3.4459488,440.6108979026426,1.9993243,92.79567330632868,17.194084,7.6420504915947625,6.719468561446021,67.77834545123461,60.380528948449516,1267.7152711761933,2.4712462,174.48529523227143,21.252586,0.0,2.0971398,135.55669090246923,18.035294,13.444094327781295,48233.763145381985,3.157802,815.6696914653082,27.15693,1760991088877.2727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
622.4837604134591,3.4231026,176.00317796340696,74.71861808249362,29.587532,266.8116432017463,1.9745181,101.01405880492186,3.5861692765319164,17.066713,461.2456686331785,2.504627,108.74571559933734,21.648703,433.630883986324,1.1713047,88.30271002329552,10.124153,7.315216408082531,6.300190875033735,65.06024006144337,146.69656332641708,1204.8404604063435,1.6113433,168.51838754390067,13.92762,0.0,1.4316406,130.12048012288673,12.374363,16.075848775680072,47279.49341433874,2.7057748,806.6925570387641,23.387321,1760991088992.9668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650.4230730112705,2.2268138,177.8299340880854,79.10044032074204,18.538527,300.5669296256332,2.3535101,102.33372565143738,9.41409552011789,19.59329,480.5477263622235,2.7623267,107.34780088366304,22.996744,459.1969384140157,2.103674,88.66714886266206,17.51337,7.48608480399832,6.4326491914220405,66.21392509429748,200.52601661793994,1167.7504007691414,1.1590244,167.62692119087805,9.6490345,0.0,0.77923214,132.42785018859496,6.487214,16.34057126870156,47596.06935764528,3.7947893,806.4501359029571,31.592134,1760991089113.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641.1294750205784,2.2620852,175.24884280069963,77.51557272482637,19.499258,313.7497388596371,2.9025538,99.14639650507897,8.441791540929714,25.02012,459.1112244443315,0.37927806,106.44121329410805,3.269391,447.80319795167975,2.2171392,89.09109000855278,19.11182,7.2071320279426585,5.741757437016541,67.98901833215278,269.7535379088657,1149.021189456144,1.5013525,168.10927790373043,12.941713,0.0,1.3340025,135.97803666430556,11.499151,18.23637044174101,47478.413579104024,4.1268997,802.1690815623683,35.574028,1760991089229.0938,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646.8080945191878,3.5843205,172.58420176001474,79.36648301239819,29.926325,328.7789551980438,2.6787271,98.43906762793522,13.221167992565078,22.365316,459.83687704337746,1.2453203,101.55310611451965,10.397469,414.49054539726797,1.2856666,85.85650854702011,10.734329,7.052692826533771,5.89997582336556,66.53367302640183,271.1356579599793,1199.6640735490087,1.7242382,165.17030287851142,14.396065,0.0,0.9485401,133.06734605280366,7.9195824,16.809641951358753,47041.760649329524,2.8935475,797.2876321970418,24.158901,1760991089348.8652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669.0866723243009,2.208168,174.59669936790291,78.37398273248557,19.036774,378.96837449172676,1.2244112,103.33621851185941,18.49692779743569,10.555736,469.6416843288995,1.205775,103.86352363126213,10.395071,418.81917825351866,2.2661734,89.06168491369789,19.53684,6.581124739752102,5.831217558376653,69.02210369786141,373.4389970869031,1083.6161695987882,1.8003118,164.37820328014524,15.520616,0.0,1.1216629,138.04420739572282,9.669936,18.421228367252198,47541.05119159918,1.3821502,800.8546192306958,11.915614,1760991089464.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676.0769575529234,3.754012,175.99586292684776,76.4129312786042,28.365147,370.8184648828237,1.4049685,101.5378619382686,18.01552737848658,10.615878,497.6057452683932,1.535258,109.0822082102282,11.60034,432.145573068991,0.71900165,90.15165791774008,5.432744,6.798258540112199,5.623198546093106,67.76949580783118,276.7293034051882,1109.6840250477694,1.5745264,162.31946738259148,11.897051,0.0,1.247808,135.53899161566235,9.428381,14.963144528802433,48074.97149414654,1.4167707,805.5218733006773,10.705055,1760991089597.206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687.0001067115156,0.83323216,178.21030003833903,78.26751428518725,6.3054028,361.96892781985315,0.38863763,101.58666379844443,17.857578542902658,2.9409773,492.4777029555543,0.42393485,109.95710402373989,3.2080855,468.60513115404984,1.1746402,94.21605041637729,8.888974,6.87478515980864,5.672620543602448,68.61329510635579,274.5099830578393,1115.2316907383236,0.5031176,164.20801844898287,3.8072934,0.0,0.58460903,137.22659021271159,4.4239717,15.111055331150375,48601.816887826695,1.4304986,809.0005033771085,10.825157,1760991089729.3518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748.7864798364789,2.59255,180.58415878745478,89.0619358713324,21.67908,367.56175844463417,1.5201294,102.62039819179013,17.504636466985534,12.711426,461.5348297048613,1.0359702,106.7190800958581,8.662853,443.51989487234044,0.9485813,94.02746008647803,7.9321012,6.851167084780244,5.067057676156716,69.8664677798676,282.40458890201523,1147.505111574126,0.7535534,165.7030297381445,6.3012643,0.0,1.6893185,139.7329355597352,14.126196,14.023115704756563,48842.04361437525,1.4257009,809.9373315390632,11.921808,1760991089848.9395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739.7101751299093,2.6960523,180.12795030900497,86.36949702736544,20.343927,340.06451493239075,2.5502326,96.27574945768238,16.73298868246573,19.243599,463.04812315466745,1.2182934,106.41891981300108,9.193025,500.52709833979844,2.4952009,94.20612299010297,18.828339,7.0820551693779885,5.369769869633423,69.98430153796012,274.9965485806343,1193.3726564192275,1.4780865,166.59886802141696,11.153376,0.0,1.5695636,139.96860307592024,11.843646,13.784232333091495,48354.973345219405,2.7972512,805.9351903563659,21.107555,1760991089981.4631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709.3065194813926,0.7440844,177.09408577460871,81.75160147131352,5.6384635,330.04219561004277,0.910572,93.87023629866728,14.835009050756886,6.900059,448.46795945147556,0.49672475,105.22456502805136,3.764041,512.7802234991636,0.4743138,96.47593170168187,3.5942168,7.008308458803326,5.631978203590754,70.526981379626,327.75479966114256,1188.3640461789398,0.7444967,168.21713750468714,5.6415873,0.0,0.58643675,141.053962759252,4.4438534,16.05328083760122,47923.88466023991,0.84713066,803.9336530144487,6.4193187,1760991090113.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708.5327404813071,2.2714922,177.23270336519735,81.84965979868429,16.701311,350.6158522786477,0.7710412,95.53445975272057,16.204226961695653,5.669136,417.6093253682323,0.86671424,102.21532472289407,6.372579,499.6154163300753,0.7349639,96.11325325469328,5.4038744,7.12796739148231,5.412321328246054,69.01483174460138,319.7485198053512,1150.1341845541936,0.6642544,165.4854093630345,4.883978,0.0,0.8557814,138.02966348920276,6.2921944,16.0284384910228,47987.09786486317,0.6542882,803.5948613289272,4.8107004,1760991090249.4358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701.9523206276141,1.5693228,174.76152952165944,81.9487929619823,11.941154,363.52086365644936,3.493711,96.64431563853044,18.65821657223659,26.584036,397.8130818997011,1.0266914,99.79813649754644,7.8122096,524.6228375491098,1.1846135,99.6365316155045,9.013856,7.010634893037694,5.400499174285835,69.6572106194228,192.63780857161646,1138.4400009420863,2.2080786,166.81700695815323,16.801517,0.0,3.527349,139.3144212388456,26.839993,13.046617155403908,47636.289398237175,2.9877877,800.0507586255095,22.73441,1760991090380.8572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731.5904187884191,0.8852621,176.6030218729862,85.23593410043114,6.7115455,345.50262419816085,2.3203638,95.85852708489375,17.406115157292163,17.591658,414.36418566357855,0.72473073,101.37275778509058,5.4944897,499.2696237902035,1.1006565,95.64001947558044,8.3445425,7.324471627644983,5.371377267824137,74.50382067790107,266.28795453713286,1148.3216411847602,0.9720641,172.0406716880728,7.369628,0.0,2.9552982,149.00764135580215,22.405365,12.903467831917068,47685.892675057585,1.0894618,800.8674852836274,8.25967,1760991090512.7585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701.7984468192651,2.1030078,175.94745769182592,82.87930781026503,15.894424,338.21758023038933,1.1944506,96.61608792693895,15.11303295044582,9.027596,419.76628772282766,1.8447746,101.47948514784703,13.942713,478.58631794111585,0.5310304,94.791544198526,4.0135007,9.179108833923324,7.320388428288081,82.01824589985421,593.244514917333,1252.3893914814657,6.9550543,193.7601570394061,52.565945,0.0,5.5735683,164.03649179970841,42.124744,25.376546419231737,47800.71467340046,2.3925023,799.0898590841659,18.082409,1760991090645.0696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660.4862752268447,2.6533504,174.25114619913322,77.4596783251452,19.554296,335.7486494466193,2.3615873,92.59006135040674,16.52889171558513,17.404104,376.7767898934856,0.7272734,97.47372188901669,5.3597603,435.31170734953207,2.1096706,90.77509119393872,15.547564,9.502327095831147,7.2567863329018545,84.87459022461674,671.76723353215,1259.9220923697844,2.5981019,198.6183421729835,19.147137,0.0,2.3058922,169.74918044923348,16.99365,26.199437747558132,47536.56580150696,2.6188114,796.2443210280126,19.299759,1760991090780.761,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
649.1513066555941,3.056352,170.631644523958,77.10233706755845,23.118862,324.0977921133904,2.1485102,91.39698244951255,15.10532788562063,16.251764,373.67410291871136,2.064627,96.54511308011568,15.617255,416.7350792043306,0.9157169,87.36736024678507,6.926667,9.944057351551123,7.96653043023326,82.1562994196787,692.1119129908348,1355.9018367731699,3.005911,202.82491349574906,22.737316,0.0,1.524612,164.3125988393574,11.532474,30.848137907478854,47076.99640336994,3.1447327,791.9152222528176,23.787392,1760991090912.9626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646.2011627381349,1.3352573,172.1735855939026,76.08864923496301,10.123861,311.09289695684373,1.0004163,89.30763452101277,14.855729019434513,7.5851126,398.2598976922131,0.7961673,99.1960057310108,6.0365057,399.38404580790314,0.84243655,86.25839557750672,6.3873177,10.446195505222148,8.47074650650222,82.56976338880321,695.4690742643518,1446.5534119287372,1.3716233,208.41235923022523,10.399588,0.0,0.8430298,165.13952677760642,6.391815,32.03311107479306,46493.28636784691,1.90905,789.827354643639,14.474333,1760991091044.8547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639.7294276567796,1.8671811,172.07266631595743,76.03504061094608,13.737805,307.9928358195477,1.9265398,88.31053155912551,14.257836798446085,14.174537,402.3930753831813,1.3311145,100.15516559262409,9.79369,388.07502144875986,0.5205805,85.28058047846154,3.8301764,10.09147109539834,7.754967380722286,82.46998257516974,736.610454339319,1349.874731391419,1.288802,202.40263927929243,9.482374,0.0,1.2315458,164.93996515033948,9.061111,30.799445115638147,46657.9127620596,2.3417754,790.1190617517026,17.229637,1760991091180.7703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632.1275522592496,2.757212,172.284976341215,75.33647437133874,20.466541,290.8911648189698,3.3023415,86.35463008752359,11.272538598207193,24.51299,384.6277389929377,1.4722767,99.02424112890448,10.928579,404.3275025598428,1.025027,85.39827698492942,7.6086855,10.499811725305168,8.208575360983396,83.87525542098592,741.3527233949898,1388.504108834328,1.6631272,207.87903355328393,12.345247,0.0,1.6582966,167.75051084197185,12.309391,31.840562180390442,46553.42009254592,2.8501263,789.3953596305516,21.156239,1760991091315.4883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676.5465192389521,19.380974,177.80514511469053,73.87049560568941,145.42155,299.97410043502873,7.9347715,89.32219791673175,10.61098693534702,59.53709,460.4469685282098,13.191732,107.87305287377619,98.98173,413.923186225553,3.3263955,84.87965505550791,24.958996,3.6278052955081534,3.9416066533843503,73.9388514820232,113.5953560746351,727.2301249448626,22.379673,154.4721420341083,167.92175,0.0,18.424091,147.8777029640464,138.24176,2.1673117661240733,47967.363724076524,16.550537,813.3256014256818,124.1839,1760991091448.7627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573.8502230461023,24.25796,168.57685950455303,68.69501484291213,196.75133,288.34823821697944,8.973275,85.94521487247982,9.459139557424786,72.78039,419.26830404935015,16.75599,100.34934462353709,135.90437,370.3810558595247,5.360708,82.00022269013931,43.4796,10.505446494307726,7.796591486418004,70.92410904508253,774.9428279507651,1393.6072512917244,28.4025,208.50076514283677,230.36685,0.0,21.992321,141.84821809016506,178.37518,45.28987542892762,44781.353107634495,19.884989,781.6656820047792,161.28305,1760991091572.0552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581.3907889459413,1.1787524,167.45072567376928,68.03304701728237,10.460591,270.77958337144935,3.2656848,83.35946122773126,13.139357717638054,28.980637,382.5618181260373,1.284234,96.6044876812167,11.396666,345.39161033892907,1.1596289,78.54481444695993,10.290885,10.940661858870472,8.426273841746488,74.30161386512009,871.8011918636973,1476.166426201053,1.5560234,210.0719989597716,13.808604,0.0,2.552825,148.60322773024018,22.65451,45.72489912385399,44443.244146412086,1.502198,777.7941632812872,13.33094,1760991091684.7402,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
598.2674460139131,1.1249443,168.70115564466462,72.26238792993597,9.319418,276.23737833186453,2.5804126,85.41560460326106,10.73804926932279,21.377007,386.56037593331746,1.4471705,98.06828587229305,11.988849,363.27418050379754,0.7115049,80.46293648614004,5.894346,11.371069005692096,8.353038991744633,74.28328322774422,898.185874726451,1503.295010844508,1.4727241,214.72146507252398,12.200542,0.0,1.1236428,148.56656645548844,9.308636,49.69320349056351,44772.33649738711,2.683329,780.2101716587096,22.229603,1760991091805.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598.1209691409921,1.0167643,167.78868665153067,72.44170070932041,8.774295,278.9556694689914,1.1378525,83.66491387836614,11.236541923132094,9.819242,370.18724579600837,0.9309615,96.26886045353405,8.033849,364.31894623717096,0.60257906,80.6221521078527,5.2000313,10.712227453748728,8.398657729771712,73.6227329743529,866.8088882110802,1424.0564603139883,0.9791187,213.2731928687649,8.449429,0.0,0.5812108,147.2454659487058,5.015631,49.919013312988156,44045.414929638326,1.2846658,775.6207856278245,11.086185,1760991091921.3298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586.952762602928,0.820716,167.1991054802357,70.23313205313137,7.0881615,272.10711229205765,0.5210876,84.51414315158195,11.271015590248545,4.5004034,369.11598219374906,0.3621785,96.69612694184072,3.127976,365.4685760792557,0.52197754,80.7479049661265,4.5080895,10.485167263440635,8.299053172201042,74.26027211110497,862.7758831450135,1421.5462012642072,0.71262264,210.1507299939524,6.1546073,0.0,0.84046686,148.52054422220994,7.258741,48.33081314633983,44261.713011340835,0.43655044,777.0636381519712,3.7702932,1760991092037.1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622.3757608061578,2.0414796,169.57653067211515,73.86501764525823,17.59663,305.6191751739046,1.9799482,88.4876342741147,11.191182095365061,17.066254,367.0860462039317,2.8427758,96.07734722193476,24.50344,357.4555170594927,0.520948,81.64741079888077,4.4903355,9.685198270535267,7.619324946263316,77.36104235800784,689.8216009847285,1323.2857470010085,7.4551477,203.2165910024431,64.259995,0.0,3.7515287,154.72208471601567,32.33648,38.044198103120166,45864.29538357879,4.5075693,786.0038285212765,38.853203,1760991092153.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
