browL_height,browL_tri_area,browR_height,browR_tri_area,brow_l_area,brow_l_disp,brow_l_perim,brow_l_vel,brow_r_area,brow_r_disp,brow_r_perim,brow_r_vel,eyeL_open,eyeR_open,eye_l_area,eye_l_disp,eye_l_perim,eye_l_vel,eye_r_area,eye_r_disp,eye_r_perim,eye_r_vel,lipCornerL_height,lipCornerR_height,lip_press,lips_in_area,lips_in_disp,lips_in_perim,lips_in_vel,lips_out_area,lips_out_disp,lips_out_perim,lips_out_vel,mouth_corners_area,mouth_corners_disp,mouth_corners_perim,mouth_corners_vel,mouth_open,mouth_tri_area,nose_stable_area,nose_stable_disp,nose_stable_perim,nose_stable_vel,oval_area,oval_disp,oval_perim,oval_vel,t,evt_brow_l_vel,evt_lipCornerL_height,evt_lips_out_disp,evt_mouth_corners_disp,evt_brow_r_vel,evt_eye_l_vel,evt_eye_r_vel,evt_lipCornerR_height,evt_lip_press,evt_lips_in_disp,evt_mouth_open
25.26634691450712,36.55348159541322,26.39148504424808,0.9027631571626124,353.70671265107154,5.3054633,168.89938433857918,33.535095,171.85987056484262,4.4342904,100.34953611619676,28.028534,14.594455518323143,15.092379609823197,389.17801869108484,3.5012763,103.38996496915102,22.13108,320.2382936515877,2.8567417,83.6497334426833,18.057066,58.092698716906796,39.08508664647177,0.15736751454022893,6.5598964383256515,0.734948,128.25774513875382,4.645504,736.0462747081841,0.8931788,151.0229680267158,5.6456585,8.23518099524255,1.3252811,355.5793639672404,8.376918,21.573485248568073,105.55415317199427,170.93002878500818,2.7633789,161.8696905429057,17.466934,42336.71631545163,5.547102,758.8521505351446,35.06246,1760990542153.6458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.26634691450712,36.55348159541322,26.39148504424808,0.9027631571626124,353.70671265107154,5.3054633,168.89938433857918,33.535095,171.85987056484262,4.4342904,100.34953611619676,28.028534,14.594455518323143,15.092379609823197,389.17801869108484,3.5012763,103.38996496915102,22.13108,320.2382936515877,2.8567417,83.6497334426833,18.057066,58.092698716906796,39.08508664647177,0.15736751454022893,6.5598964383256515,0.734948,128.25774513875382,4.645504,736.0462747081841,0.8931788,151.0229680267158,5.6456585,8.23518099524255,1.3252811,355.5793639672404,8.376918,21.573485248568073,105.55415317199427,170.93002878500818,2.7633789,161.8696905429057,17.466934,42336.71631545163,5.547102,758.8521505351446,35.06246,1760990542153.6458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.40662324896294,36.38796390970264,26.128929173778946,0.13591442350584004,353.886437554267,0.621895,167.1072603955653,12.635264,161.1411898620066,1.640384,100.35726398655912,33.328274,14.861923440196767,14.016855907374133,392.25178850658074,2.0345633,103.42661402160974,41.336956,282.7694064217384,1.5209656,80.68661914156036,30.902004,57.7923074148109,39.20601980655172,0.23862116305933245,4.732707660080508,1.0099041,127.42463684806307,20.518585,780.3831979735421,0.87677485,151.32612437072382,17.813751,7.620528444319949,0.64413136,353.0622447536324,13.0870495,22.18539641403898,114.64446821518551,169.12121446414568,0.46112183,162.04155843668585,9.368777,42073.33654232055,1.2374597,756.2761987234812,25.14191,1760990542202.8647,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.40662324896294,36.38796390970264,26.128929173778946,0.13591442350584004,353.886437554267,0.621895,167.1072603955653,12.635264,161.1411898620066,1.640384,100.35726398655912,33.328274,14.861923440196767,14.016855907374133,392.25178850658074,2.0345633,103.42661402160974,41.336956,282.7694064217384,1.5209656,80.68661914156036,30.902004,57.7923074148109,39.20601980655172,0.23862116305933245,4.732707660080508,1.0099041,127.42463684806307,20.518585,780.3831979735421,0.87677485,151.32612437072382,17.813751,7.620528444319949,0.64413136,353.0622447536324,13.0870495,22.18539641403898,114.64446821518551,169.12121446414568,0.46112183,162.04155843668585,9.368777,42073.33654232055,1.2374597,756.2761987234812,25.14191,1760990542202.8647,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.79551902759017,33.91289506932008,26.096340235191516,2.8666992832007923,335.76324801863944,0.39223886,166.2385457717941,4.6429124,143.01343315931732,0.78366643,101.76557442344576,9.276223,15.115003293779532,13.77530289139711,396.5177165644187,0.29425642,103.72103010309655,3.4830995,275.25009440911913,0.76934946,79.21389761690936,9.106754,58.906256667436836,37.98255362353593,0.1663768172022314,9.37400622313215,0.5621277,127.26723800700644,6.653879,740.7034444315108,0.682248,150.46995597584552,8.075738,7.835868743237716,0.98959225,352.53330682232627,11.713757,21.623278666486723,109.77324332611695,165.94227592401916,0.38121974,162.79347653142094,4.51248,41965.868104382236,0.5981592,756.3989558587725,7.0803823,1760990542287.346,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22.79551902759017,33.91289506932008,26.096340235191516,2.8666992832007923,335.76324801863944,0.39223886,166.2385457717941,4.6429124,143.01343315931732,0.78366643,101.76557442344576,9.276223,15.115003293779532,13.77530289139711,396.5177165644187,0.29425642,103.72103010309655,3.4830995,275.25009440911913,0.76934946,79.21389761690936,9.106754,58.906256667436836,37.98255362353593,0.1663768172022314,9.37400622313215,0.5621277,127.26723800700644,6.653879,740.7034444315108,0.682248,150.46995597584552,8.075738,7.835868743237716,0.98959225,352.53330682232627,11.713757,21.623278666486723,109.77324332611695,165.94227592401916,0.38121974,162.79347653142094,4.51248,41965.868104382236,0.5981592,756.3989558587725,7.0803823,1760990542287.346,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22.443841554928852,33.08915844533861,24.803576209556116,3.8184436888925117,327.12153939897985,0.42012173,163.95940869782385,5.054393,138.66743746699774,1.211744,101.49123111356202,14.578228,15.709757363081838,13.96989849000459,408.41971477014073,0.64992225,103.02878010579634,7.819073,283.03744127789867,0.5100964,79.48102514759067,6.136858,58.204368890580724,37.887595711280476,0.15606176451790427,13.193407515267998,0.33326578,126.76868482867094,4.009448,742.2550938324835,0.28291863,150.0105150275746,3.4037323,6.016881024275817,0.30114314,351.41867793233945,3.6229877,21.55057131096349,101.820996137711,157.85234656030028,0.48940665,161.26308777714502,5.8879447,41671.734901486445,0.79923695,754.4525766801177,9.615446,1760990542370.466,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22.443841554928852,33.08915844533861,24.803576209556116,3.8184436888925117,327.12153939897985,0.42012173,163.95940869782385,5.054393,138.66743746699774,1.211744,101.49123111356202,14.578228,15.709757363081838,13.96989849000459,408.41971477014073,0.64992225,103.02878010579634,7.819073,283.03744127789867,0.5100964,79.48102514759067,6.136858,58.204368890580724,37.887595711280476,0.15606176451790427,13.193407515267998,0.33326578,126.76868482867094,4.009448,742.2550938324835,0.28291863,150.0105150275746,3.4037323,6.016881024275817,0.30114314,351.41867793233945,3.6229877,21.55057131096349,101.820996137711,157.85234656030028,0.48940665,161.26308777714502,5.8879447,41671.734901486445,0.79923695,754.4525766801177,9.615446,1760990542370.466,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.07096806623932,34.46668084007786,23.827902421679486,5.712607549761955,330.3157705157211,1.079011,165.76700325978325,12.75462,135.9650997643967,1.3014296,104.14631487145974,15.383756,16.52943572761844,15.23650599030458,437.4208195487637,0.37563705,104.30236633260527,4.4402776,323.2779859925226,1.4317429,83.5560679312165,16.924145,58.025827951711555,39.94828417175384,0.1487017129922582,7.701279360402404,0.71828985,129.64557776905997,8.49066,787.3748524335109,0.970906,153.406395783363,11.476749,7.33793694955265,0.6259793,359.321783810344,7.3994875,22.18511788188925,113.09047964940916,171.79777034743827,0.8035571,163.1144045904303,9.498574,42154.733746850536,1.045123,757.3549471916523,12.354042,1760990542455.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23.07096806623932,34.46668084007786,23.827902421679486,5.712607549761955,330.3157705157211,1.079011,165.76700325978325,12.75462,135.9650997643967,1.3014296,104.14631487145974,15.383756,16.52943572761844,15.23650599030458,437.4208195487637,0.37563705,104.30236633260527,4.4402776,323.2779859925226,1.4317429,83.5560679312165,16.924145,58.025827951711555,39.94828417175384,0.1487017129922582,7.701279360402404,0.71828985,129.64557776905997,8.49066,787.3748524335109,0.970906,153.406395783363,11.476749,7.33793694955265,0.6259793,359.321783810344,7.3994875,22.18511788188925,113.09047964940916,171.79777034743827,0.8035571,163.1144045904303,9.498574,42154.733746850536,1.045123,757.3549471916523,12.354042,1760990542455.0637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
